(2665, 2581)
(3647, 766)
(3909, 692)
(2786, 2371)
(3996, 825)
(1024, 973)
(3989, 730)
(961, 1151)
(2262, 2389)
(2650, 2920)
(1869, 2441)
(4012, 1261)
(3582, 1053)
(2190, 2460)
(2321, 1981)
(416, 736)
(2013, 2081)
(2639, 1917)
(1979, 2147)
(483, 628)
(768, 856)
(3701, 1176)
(1117, 782)
(3628, 583)
(2815, 2531)
(990, 842)
(2923, 2248)
(1983, 2067)
(589, 490)
(4007, 1241)
(2162, 2677)
(2668, 2028)
(683, 533)
(804, 578)
(1882, 2145)
(2232, 2239)
(2919, 2334)
(729, 544)
(2278, 2418)
(934, 964)
(2805, 2711)
(2843, 2299)
(950, 570)
(2143, 2030)
(2387, 2495)
(3793, 745)
(3865, 835)
(1064, 719)
(2021, 2232)
(2366, 2306)
(4181, 406)
(1169, 646)
(837, 1016)
(1146, 718)
(1979, 2748)
(2143, 2170)
(402, 805)
(2302, 2571)
(581, 919)
(3740, 606)
(2269, 2734)
(880, 948)
(538, 777)
(2769, 2309)
(3985, 557)
(3641, 1114)
(3925, 1112)
(953, 1063)
(4013, 897)
(629, 661)
(667, 715)
(2223, 2106)
(809, 954)
(3971, 663)
(1112, 689)
(1005, 1035)
(4363, 832)
(1058, 858)
(2314, 1987)
(704, 1176)
(2489, 2260)
(2352, 1931)
(3734, 622)
(2623, 2834)
(1038, 837)
(2199, 1910)
(696, 735)
(1035, 877)
(2568, 2414)
(2832, 2762)
(2008, 2531)
(2692, 2406)
(3665, 905)
(4072, 892)
(632, 966)
(2406, 2928)
(2016, 2007)
(2671, 2775)
(3788, 1149)
(4028, 616)
(2940, 2247)
(2752, 2730)
(3687, 456)
(4240, 762)
(2819, 2399)
(1010, 568)
(2313, 2399)
(3877, 503)
(608, 945)
(2269, 2009)
(2609, 2497)
(3864, 905)
(545, 1018)
(719, 949)
(3782, 478)
(956, 824)
(2191, 2255)
(2331, 1852)
(672, 872)
(2385, 2471)
(4391, 979)
(1106, 596)
(649, 1013)
(3877, 421)
(2558, 2431)
(2451, 2457)
(2263, 2177)
(4206, 1151)
(3917, 989)
(4106, 1122)
(598, 889)
(653, 826)
(2096, 2417)
(3613, 484)
(1887, 2132)
(1174, 779)
(580, 1084)
(832, 856)
(832, 1140)
(2454, 1959)
(4017, 922)
(698, 793)
(1072, 1090)
(2840, 2151)
(581, 871)
(718, 453)
(3900, 374)
(4125, 609)
(702, 423)
(3962, 817)
(2117, 1882)
(2006, 1994)
(881, 872)
(705, 986)
(3535, 880)
(3625, 691)
(3722, 431)
(2099, 2692)
(2064, 2019)
(4047, 778)
(2599, 2851)
(2400, 1865)
(992, 648)
(3675, 1053)
(2414, 2958)
(2704, 2563)
(2669, 2375)
(2640, 2309)
(960, 505)
(2273, 2931)
(2511, 1985)
(2867, 2236)
(3901, 970)
(2288, 2839)
(2056, 2295)
(2518, 2978)
(696, 679)
(1923, 2125)
(3784, 499)
(2269, 2409)
(1070, 662)
(3658, 614)
(3577, 680)
(4151, 336)
(951, 1029)
(2009, 2333)
(4238, 565)
(1080, 737)
(507, 1041)
(2029, 2083)
(1089, 601)
(3738, 476)
(1009, 1086)
(2457, 2330)
(593, 658)
(4059, 804)
(3615, 1037)
(576, 851)
(4204, 376)
(3541, 774)
(2782, 2034)
(2978, 2400)
(4015, 587)
(722, 710)
(2620, 2822)
(3670, 749)
(1142, 597)
(4199, 812)
(484, 862)
(915, 597)
(2170, 2346)
(956, 920)
(3823, 409)
(2433, 2001)
(2433, 2430)
(2436, 2216)
(2493, 1846)
(3919, 807)
(4117, 391)
(2756, 2383)
(646, 1105)
(500, 855)
(812, 1138)
(2360, 2641)
(4329, 567)
(685, 808)
(4234, 370)
(638, 1152)
(1096, 663)
(627, 469)
(3794, 1172)
(2493, 1912)
(787, 882)
(1078, 1029)
(4006, 1181)
(2968, 2512)
(3692, 949)
(1134, 636)
(2722, 2171)
(2304, 2033)
(892, 603)
(2622, 1945)
(1156, 894)
(2796, 1978)
(2736, 2048)
(979, 926)
(2091, 2214)
(4113, 731)
(2285, 2249)
(2726, 2656)
(3725, 863)
(816, 1041)
(2442, 2390)
(3959, 868)
(940, 767)
(2052, 2793)
(666, 495)
(3510, 809)
(2583, 2585)
(873, 429)
(3740, 592)
(600, 1088)
(918, 1111)
(462, 590)
(2886, 2406)
(845, 788)
(2167, 2883)
(2725, 2610)
(3890, 1287)
(2214, 1912)
(2247, 2729)
(3952, 1296)
(1919, 2061)
(2662, 2208)
(2443, 2560)
(2122, 2149)
(974, 483)
(3616, 548)
(3755, 1030)
(936, 1151)
(2430, 2200)
(748, 765)
(2672, 2212)
(988, 854)
(484, 675)
(2569, 2910)
(2755, 2433)
(2028, 2867)
(3516, 811)
(2619, 2386)
(3569, 887)
(605, 968)
(3993, 1228)
(2115, 2125)
(3843, 1163)
(2646, 2716)
(4338, 985)
(659, 704)
(2684, 2368)
(2075, 2605)
(968, 730)
(3658, 857)
(2296, 2707)
(2529, 2315)
(556, 521)
(2118, 2209)
(847, 554)
(4077, 1120)
(3933, 1286)
(1098, 621)
(947, 624)
(4158, 803)
(651, 1159)
(2414, 2552)
(1813, 2312)
(4047, 918)
(1146, 732)
(928, 963)
(2900, 2258)
(997, 518)
(2635, 2733)
(4218, 436)
(2260, 2335)
(3875, 342)
(4118, 748)
(3626, 810)
(3858, 646)
(2282, 2971)
(710, 1071)
(3932, 339)
(3872, 353)
(3722, 1151)
(2211, 2348)
(2024, 2069)
(578, 744)
(441, 670)
(4020, 684)
(4161, 1146)
(3650, 1029)
(3911, 1057)
(4067, 1295)
(2598, 2311)
(2540, 2439)
(4022, 908)
(761, 428)
(2568, 2384)
(745, 959)
(3772, 891)
(646, 966)
(3594, 759)
(2376, 2999)
(732, 1152)
(2506, 2293)
(2643, 2185)
(4014, 780)
(963, 834)
(546, 661)
(2152, 2711)
(2248, 2169)
(2757, 2178)
(1050, 535)
(3930, 525)
(3609, 655)
(696, 566)
(3641, 1122)
(4104, 637)
(2448, 1954)
(2119, 2261)
(3795, 813)
(3687, 653)
(2992, 2357)
(2238, 1869)
(558, 580)
(2214, 2752)
(2842, 2514)
(4145, 1139)
(4056, 381)
(2811, 1996)
(2053, 2405)
(1140, 938)
(2410, 2655)
(2505, 2539)
(4298, 791)
(4053, 1074)
(4047, 1105)
(2835, 2056)
(3999, 577)
(1091, 909)
(689, 535)
(1992, 2287)
(2315, 2817)
(4112, 1103)
(470, 744)
(3786, 773)
(2797, 2808)
(2609, 2398)
(2019, 2457)
(3586, 787)
(905, 816)
(3987, 704)
(468, 938)
(2139, 2561)
(3958, 1133)
(1125, 728)
(4058, 645)
(2500, 2895)
(4209, 1128)
(2785, 2836)
(4413, 852)
(3999, 866)
(699, 1183)
(4011, 1128)
(3675, 545)
(988, 799)
(4109, 317)
(4273, 797)
(1004, 595)
(2419, 2532)
(3688, 1078)
(2814, 2795)
(3954, 890)
(4428, 599)
(4088, 1257)
(2723, 2830)
(4191, 1150)
(989, 1056)
(4105, 380)
(762, 984)
(2657, 2935)
(2486, 2829)
(904, 589)
(489, 662)
(2340, 1813)
(2664, 1879)
(1851, 2525)
(2762, 2079)
(916, 653)
(2302, 2319)
(602, 1014)
(764, 859)
(2222, 2123)
(2557, 2502)
(1976, 2234)
(2468, 1862)
(2670, 2702)
(884, 1128)
(603, 756)
(2089, 2486)
(630, 672)
(2564, 2509)
(1887, 2695)
(3934, 603)
(3953, 841)
(1052, 797)
(2494, 2702)
(502, 995)
(972, 811)
(2703, 2816)
(2315, 1864)
(725, 898)
(2368, 1889)
(3650, 1091)
(539, 1051)
(3748, 1044)
(927, 947)
(2214, 2557)
(4340, 714)
(3901, 376)
(2474, 2052)
(3549, 837)
(2114, 2248)
(853, 729)
(4185, 1230)
(2398, 2838)
(2376, 1942)
(4098, 642)
(4087, 980)
(3995, 642)
(2814, 2158)
(2546, 2827)
(2473, 2524)
(526, 1050)
(1848, 2537)
(3958, 408)
(2554, 2158)
(2840, 2481)
(2853, 2285)
(3754, 624)
(2288, 2067)
(4163, 561)
(653, 571)
(2510, 2954)
(2798, 2785)
(2079, 2764)
(4038, 572)
(2307, 2330)
(2290, 2549)
(3707, 1088)
(2595, 2550)
(2575, 2928)
(4202, 541)
(2143, 2937)
(674, 423)
(3955, 1001)
(2037, 2578)
(3763, 869)
(4229, 989)
(4058, 708)
(623, 1137)
(2715, 2074)
(790, 1184)
(484, 977)
(4242, 611)
(2747, 2214)
(1826, 2283)
(2739, 2463)
(2749, 2364)
(3865, 616)
(920, 575)
(3622, 994)
(1115, 981)
(2461, 1894)
(4398, 868)
(2871, 2267)
(3726, 828)
(2024, 2252)
(859, 556)
(4225, 511)
(1966, 2078)
(2454, 2008)
(1001, 971)
(3823, 673)
(2950, 2263)
(4208, 839)
(4117, 1039)
(4090, 327)
(2362, 2526)
(1889, 2398)
(4233, 1184)
(4097, 374)
(2459, 2028)
(2098, 2649)
(2506, 2800)
(2554, 2728)
(2265, 2192)
(3650, 785)
(3695, 471)
(2178, 1871)
(2204, 2648)
(2257, 2216)
(533, 944)
(1997, 2441)
(2243, 2747)
(2431, 2129)
(3806, 384)
(3982, 1142)
(2476, 2146)
(2362, 2673)
(833, 1050)
(1024, 689)
(2346, 2787)
(2295, 2460)
(2152, 2005)
(838, 784)
(901, 508)
(2521, 2908)
(1044, 861)
(2280, 2599)
(2280, 2928)
(3980, 645)
(2700, 2199)
(4195, 1195)
(4439, 937)
(2786, 2131)
(1127, 784)
(584, 1047)
(2523, 2837)
(460, 622)
(3625, 523)
(4004, 582)
(2080, 2198)
(695, 578)
(796, 1067)
(644, 988)
(4317, 842)
(3989, 619)
(3701, 793)
(2740, 1994)
(586, 808)
(3651, 834)
(1966, 2170)
(3857, 652)
(4271, 1208)
(4011, 658)
(2388, 2476)
(588, 971)
(1039, 943)
(1062, 952)
(2724, 2847)
(2337, 1849)
(731, 1175)
(2094, 2284)
(4242, 714)
(952, 806)
(2086, 2792)
(4309, 943)
(3876, 767)
(2488, 2850)
(4077, 573)
(810, 1053)
(3619, 1044)
(857, 534)
(1019, 826)
(3789, 537)
(797, 932)
(2097, 2214)
(762, 519)
(4114, 373)
(2682, 2889)
(4064, 769)
(2293, 2182)
(722, 1146)
(869, 536)
(2014, 1954)
(928, 913)
(4401, 749)
(3609, 877)
(825, 1185)
(2906, 2203)
(2229, 2248)
(716, 520)
(2187, 2829)
(765, 785)
(3805, 406)
(427, 678)
(916, 848)
(538, 832)
(1162, 800)
(4226, 1021)
(2605, 2116)
(827, 1042)
(3791, 771)
(2616, 2334)
(1176, 750)
(3719, 923)
(762, 431)
(2289, 2228)
(2796, 2102)
(3546, 667)
(3564, 654)
(791, 752)
(2699, 2609)
(2710, 2666)
(3790, 554)
(2391, 2675)
(2687, 2053)
(2848, 2429)
(4458, 996)
(3628, 496)
(575, 552)
(3689, 1051)
(678, 1118)
(2076, 2288)
(1049, 586)
(3931, 507)
(3946, 1205)
(1922, 2371)
(2049, 2649)
(4171, 868)
(3879, 643)
(1994, 1981)
(3578, 1001)
(724, 526)
(635, 629)
(4270, 848)
(3625, 889)
(620, 542)
(4199, 760)
(1163, 901)
(791, 1057)
(2291, 2257)
(3768, 780)
(2808, 2538)
(2180, 2595)
(2552, 2175)
(598, 629)
(3902, 706)
(2635, 2270)
(829, 557)
(583, 1039)
(1057, 633)
(2819, 2416)
(3815, 478)
(2374, 1912)
(2440, 1990)
(994, 533)
(2579, 2447)
(977, 664)
(2444, 2824)
(2278, 2680)
(2248, 2547)
(2862, 2081)
(2779, 1958)
(2484, 2517)
(815, 591)
(4062, 1086)
(4141, 613)
(3710, 1118)
(3991, 1069)
(4476, 664)
(2258, 2951)
(752, 951)
(3620, 955)
(2460, 2940)
(2618, 1987)
(4177, 1140)
(3706, 514)
(2250, 2652)
(2904, 2095)
(2881, 2670)
(2193, 2233)
(699, 975)
(3917, 835)
(2864, 2504)
(2135, 2884)
(4151, 921)
(3572, 1012)
(2421, 2797)
(2766, 1999)
(1897, 2719)
(1020, 649)
(882, 433)
(2723, 2056)
(1031, 967)
(2659, 2209)
(1189, 844)
(1881, 2369)
(1127, 909)
(4350, 525)
(2056, 2840)
(799, 429)
(677, 987)
(2155, 2299)
(3947, 1160)
(3815, 801)
(3595, 622)
(798, 724)
(495, 1029)
(3896, 1074)
(3983, 447)
(1931, 2178)
(2032, 2219)
(2104, 2361)
(2632, 2444)
(4127, 390)
(4089, 1153)
(602, 916)
(3752, 860)
(838, 410)
(759, 574)
(700, 738)
(3780, 1184)
(2664, 2154)
(922, 772)
(839, 693)
(2287, 2119)
(2298, 2078)
(2699, 2761)
(2515, 2826)
(970, 597)
(2286, 2077)
(644, 1102)
(3804, 1184)
(636, 899)
(3718, 1048)
(2523, 2031)
(534, 813)
(3996, 715)
(3691, 572)
(3744, 1092)
(969, 467)
(1047, 558)
(1054, 651)
(2280, 2728)
(4323, 1178)
(904, 1053)
(497, 549)
(1026, 659)
(3643, 654)
(4002, 516)
(469, 918)
(2210, 2201)
(409, 780)
(721, 1023)
(703, 979)
(2316, 2444)
(2966, 2540)
(3829, 491)
(3785, 959)
(2303, 2372)
(4096, 875)
(946, 429)
(979, 1142)
(3704, 582)
(3741, 885)
(3859, 502)
(2290, 2249)
(2742, 2126)
(2346, 2889)
(1093, 592)
(2427, 2520)
(3903, 749)
(3835, 969)
(782, 797)
(4345, 911)
(2459, 1870)
(410, 876)
(2639, 2934)
(2746, 2316)
(3619, 977)
(4041, 678)
(2542, 2774)
(2108, 2159)
(2331, 2928)
(2310, 2662)
(4322, 1063)
(4140, 747)
(3516, 689)
(3561, 697)
(4067, 522)
(3706, 824)
(4304, 861)
(518, 914)
(2574, 2495)
(2581, 2703)
(872, 970)
(2395, 1888)
(2590, 2177)
(1138, 828)
(852, 1178)
(868, 577)
(3676, 571)
(3540, 945)
(781, 819)
(863, 427)
(2630, 2388)
(603, 570)
(4172, 523)
(4278, 1068)
(575, 673)
(2144, 2252)
(1980, 2410)
(941, 978)
(1084, 707)
(1000, 956)
(4358, 1015)
(3661, 583)
(2175, 2631)
(784, 1163)
(2095, 2078)
(735, 520)
(512, 653)
(1100, 860)
(4079, 1089)
(4010, 814)
(2517, 2639)
(1004, 563)
(2973, 2572)
(438, 970)
(855, 880)
(4195, 1076)
(2394, 2248)
(3705, 1011)
(2642, 2184)
(1148, 731)
(3884, 993)
(2427, 1822)
(3909, 561)
(3728, 1156)
(789, 759)
(493, 701)
(4023, 373)
(4345, 521)
(989, 881)
(1112, 583)
(2627, 2951)
(406, 732)
(791, 1005)
(2774, 2780)
(2112, 1953)
(2576, 2438)
(3737, 1056)
(1090, 659)
(1176, 795)
(2012, 2741)
(2252, 2931)
(706, 955)
(2545, 2341)
(1087, 661)
(970, 1124)
(3812, 778)
(4101, 613)
(683, 675)
(4275, 1033)
(4132, 990)
(1184, 899)
(868, 594)
(936, 846)
(2897, 2544)
(1096, 546)
(3796, 910)
(3925, 495)
(2087, 2732)
(2917, 2174)
(847, 546)
(2724, 2128)
(597, 625)
(574, 660)
(2395, 2061)
(3581, 617)
(644, 578)
(2914, 2392)
(4356, 647)
(3994, 1002)
(2593, 2526)
(4123, 1061)
(1900, 2305)
(4181, 413)
(4316, 820)
(2438, 2407)
(2532, 2437)
(2635, 2681)
(3714, 797)
(2214, 2957)
(1042, 1051)
(2302, 2064)
(4207, 1137)
(2310, 2909)
(2700, 2715)
(4216, 1106)
(3937, 1055)
(1815, 2405)
(3681, 542)
(4123, 1033)
(1909, 2484)
(2814, 2727)
(2752, 2713)
(2308, 1987)
(4151, 462)
(2301, 2480)
(858, 839)
(4028, 964)
(2790, 2662)
(2461, 1941)
(2310, 2612)
(2115, 2743)
(3731, 442)
(2467, 1953)
(1137, 667)
(4040, 501)
(3564, 741)
(963, 488)
(559, 607)
(2187, 2907)
(2093, 2256)
(510, 887)
(4380, 973)
(4268, 642)
(2182, 2434)
(4006, 741)
(2259, 2563)
(3657, 1118)
(4022, 660)
(1018, 530)
(821, 836)
(619, 497)
(4149, 806)
(2079, 2468)
(4211, 536)
(890, 742)
(4315, 425)
(558, 864)
(1121, 904)
(4425, 735)
(4110, 850)
(1963, 2062)
(475, 663)
(2007, 2014)
(622, 714)
(3637, 549)
(448, 773)
(626, 611)
(472, 667)
(565, 979)
(4357, 937)
(2145, 2790)
(2945, 2644)
(2248, 2621)
(790, 790)
(2524, 2933)
(3669, 686)
(1093, 936)
(4118, 1283)
(2219, 2867)
(2907, 2348)
(3847, 766)
(4129, 662)
(2419, 1909)
(546, 916)
(1029, 972)
(3891, 695)
(2486, 2608)
(892, 1123)
(4053, 545)
(883, 552)
(2455, 1987)
(3838, 782)
(777, 856)
(2544, 2413)
(2227, 1948)
(2192, 1960)
(2545, 2293)
(3801, 954)
(1137, 621)
(3944, 409)
(848, 706)
(3648, 860)
(4127, 347)
(3997, 969)
(2500, 2138)
(2285, 2732)
(2476, 2074)
(2187, 2609)
(2942, 2589)
(758, 915)
(2317, 2028)
(2259, 2018)
(3695, 869)
(904, 529)
(4022, 660)
(1126, 1004)
(2875, 2475)
(2773, 2249)
(814, 571)
(1099, 708)
(2128, 2762)
(999, 922)
(3759, 1178)
(2465, 2606)
(940, 493)
(843, 744)
(3557, 1002)
(815, 1070)
(2184, 2208)
(2076, 2616)
(1837, 2491)
(776, 776)
(2085, 2029)
(1032, 841)
(3962, 1184)
(3725, 1085)
(2624, 2280)
(2647, 2374)
(4009, 711)
(1097, 768)
(1912, 2177)
(838, 1159)
(997, 935)
(2523, 1880)
(4373, 574)
(3662, 1050)
(2297, 2485)
(1053, 592)
(790, 995)
(869, 841)
(2138, 1977)
(2172, 2191)
(1162, 797)
(2488, 2761)
(1076, 1056)
(3758, 1150)
(2967, 2357)
(670, 672)
(2300, 2531)
(3795, 1049)
(4240, 1119)
(1859, 2424)
(611, 841)
(2727, 2438)
(2722, 2906)
(4028, 759)
(2768, 1966)
(823, 1174)
(2289, 1937)
(2062, 2823)
(2137, 2273)
(4122, 1182)
(849, 763)
(3899, 920)
(649, 669)
(1995, 2501)
(911, 837)
(2132, 2757)
(4042, 1096)
(2584, 2528)
(523, 628)
(2349, 2449)
(1148, 964)
(4088, 545)
(4178, 760)
(886, 850)
(2480, 2454)
(591, 532)
(2512, 2564)
(4014, 777)
(936, 619)
(3894, 988)
(571, 998)
(538, 591)
(672, 673)
(2485, 1830)
(2592, 2497)
(1123, 786)
(486, 566)
(2550, 2892)
(4055, 929)
(2101, 2118)
(3699, 622)
(975, 931)
(2065, 2588)
(2454, 2361)
(4294, 414)
(717, 1045)
(3776, 788)
(2440, 2634)
(4019, 1086)
(894, 489)
(762, 747)
(2556, 1927)
(479, 606)
(2336, 2445)
(3700, 1062)
(1849, 2305)
(1005, 1116)
(2116, 2743)
(1120, 972)
(1011, 1005)
(2241, 2309)
(2663, 2487)
(519, 764)
(2554, 2869)
(4023, 353)
(2184, 2750)
(4123, 852)
(2247, 2791)
(1155, 894)
(2200, 2943)
(2372, 2213)
(2913, 2423)
(2417, 2120)
(930, 1095)
(951, 981)
(3816, 599)
(4114, 744)
(1111, 844)
(757, 984)
(799, 480)
(4216, 867)
(3939, 897)
(681, 621)
(3931, 309)
(2828, 2753)
(436, 852)
(3748, 890)
(2519, 2124)
(2143, 2429)
(790, 899)
(917, 1038)
(4286, 466)
(810, 608)
(2209, 1923)
(3959, 1192)
(2257, 2793)
(2929, 2370)
(2692, 1903)
(694, 879)
(625, 1043)
(2852, 2259)
(4204, 1115)
(1816, 2502)
(4215, 1051)
(763, 929)
(2070, 2696)
(1020, 890)
(968, 811)
(2625, 2454)
(2785, 2688)
(4038, 601)
(4209, 567)
(815, 949)
(2065, 2720)
(501, 1062)
(3827, 1014)
(2325, 2035)
(2240, 2358)
(3718, 956)
(4423, 549)
(2725, 2119)
(3769, 704)
(4287, 944)
(2213, 2456)
(1006, 686)
(1967, 2653)
(4116, 482)
(764, 951)
(2376, 2762)
(4154, 569)
(898, 582)
(1046, 786)
(3684, 726)
(947, 727)
(664, 491)
(909, 855)
(829, 402)
(1007, 650)
(4028, 343)
(2932, 2186)
(2403, 2283)
(2137, 1981)
(4195, 597)
(2895, 2315)
(2153, 1971)
(2065, 2022)
(3833, 565)
(2768, 2238)
(2084, 2519)
(2559, 2367)
(4076, 1007)
(2635, 2660)
(742, 903)
(2952, 2516)
(3716, 785)
(3851, 1268)
(2482, 2909)
(2873, 2452)
(4248, 770)
(4274, 446)
(916, 559)
(2577, 2945)
(2747, 1946)
(729, 1103)
(3810, 400)
(4433, 976)
(2010, 2526)
(710, 492)
(3511, 710)
(2058, 2238)
(2611, 2254)
(3859, 710)
(2692, 2048)
(2300, 1944)
(2282, 1814)
(643, 737)
(2807, 2677)
(4376, 512)
(4018, 679)
(4193, 1038)
(2744, 2448)
(2955, 2592)
(2724, 2529)
(2336, 2879)
(555, 678)
(3864, 935)
(2106, 2832)
(2766, 2461)
(4406, 768)
(4441, 607)
(2703, 1948)
(855, 845)
(2395, 2164)
(2391, 1817)
(1092, 916)
(3938, 1108)
(2590, 2143)
(3997, 366)
(4112, 975)
(4455, 653)
(4466, 926)
(4268, 642)
(4335, 516)
(4439, 753)
(3550, 642)
(871, 454)
(4383, 1055)
(734, 564)
(2681, 2175)
(948, 1030)
(3770, 611)
(798, 873)
(4093, 602)
(4029, 577)
(4119, 529)
(2978, 2377)
(876, 925)
(500, 998)
(3676, 1005)
(4280, 511)
(3898, 1188)
(2564, 1996)
(2383, 2578)
(3884, 669)
(1842, 2495)
(2623, 2233)
(872, 1102)
(522, 746)
(4158, 513)
(2648, 2188)
(3599, 594)
(2467, 2270)
(3677, 487)
(547, 545)
(2268, 1846)
(4244, 755)
(2417, 2405)
(1903, 2637)
(4146, 1268)
(964, 1017)
(4215, 1008)
(3515, 892)
(2271, 2321)
(2573, 2203)
(2321, 2959)
(4151, 974)
(2623, 1937)
(3545, 912)
(2439, 2547)
(4133, 949)
(977, 823)
(964, 634)
(547, 614)
(3964, 951)
(2746, 1977)
(4171, 852)
(2125, 2599)
(2182, 2848)
(917, 871)
(1163, 836)
(2076, 2731)
(991, 468)
(2344, 2559)
(2095, 2108)
(692, 1099)
(1930, 2613)
(3779, 1212)
(4104, 579)
(2346, 1854)
(2191, 2540)
(2825, 2069)
(2695, 2012)
(2973, 2561)
(4106, 394)
(895, 487)
(2558, 2708)
(566, 1049)
(2091, 2290)
(2227, 2538)
(898, 876)
(962, 770)
(490, 667)
(2414, 2595)
(2923, 2684)
(2319, 2143)
(2110, 2587)
(2193, 2593)
(2342, 2039)
(2630, 2792)
(418, 855)
(3558, 686)
(4340, 856)
(1959, 2444)
(3556, 822)
(2443, 2952)
(878, 430)
(2372, 2728)
(595, 1132)
(2816, 2448)
(4307, 923)
(664, 715)
(2623, 2133)
(726, 1017)
(760, 1131)
(2764, 2739)
(2483, 2980)
(2705, 2573)
(3958, 1291)
(777, 529)
(2673, 1946)
(2694, 2476)
(3512, 865)
(2172, 2883)
(2136, 1950)
(2434, 2373)
(1146, 930)
(4096, 1183)
(2453, 2351)
(2409, 2156)
(2705, 2881)
(1990, 2052)
(1891, 2694)
(4074, 803)
(2448, 2022)
(2217, 2701)
(2425, 2937)
(1109, 783)
(510, 893)
(701, 563)
(3556, 585)
(2334, 2826)
(664, 963)
(3796, 512)
(2038, 2397)
(4024, 949)
(3926, 1096)
(1991, 2090)
(988, 508)
(2487, 2166)
(4353, 655)
(851, 1122)
(3828, 762)
(3633, 735)
(4418, 789)
(988, 1097)
(2552, 2765)
(2804, 2061)
(2365, 2983)
(2506, 2712)
(2667, 2399)
(2605, 2924)
(4016, 966)
(3570, 865)
(4170, 739)
(2511, 2961)
(2122, 1886)
(4196, 394)
(2787, 2854)
(1863, 2266)
(600, 700)
(3594, 693)
(974, 594)
(3512, 701)
(556, 1094)
(1073, 828)
(2414, 2345)
(3946, 682)
(743, 1015)
(2698, 2206)
(3803, 466)
